Image,Segment,Parameters,IoU
DSC_0562 2023-10-02 21_20_57.JPG,3,"{'K': 7, 'RADIUS': 152, 'TAU': 1.5, 'N_SUPERPIXELS': 195, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 5, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.7, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 50, 'sigma_space': 50}",0.028004097025001163
DSC_0562 2023-10-02 21_20_57.JPG,4,"{'K': 7, 'RADIUS': 152, 'TAU': 1.5, 'N_SUPERPIXELS': 195, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 5, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.7, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 50, 'sigma_space': 50}",0.3630006675567423
DSC_0562 2023-10-02 21_20_57.JPG,all,"{'K': 7, 'RADIUS': 152, 'TAU': 1.5, 'N_SUPERPIXELS': 195, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 5, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.7, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 50, 'sigma_space': 50}",0.24315111470034179
DSC_1054 2023-10-02 21_37_15.JPG,0,"{'K': 7, 'RADIUS': 152, 'TAU': 1.5, 'N_SUPERPIXELS': 195, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 5, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.7, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 50, 'sigma_space': 50}",0.3027750782852824
DSC_1054 2023-10-02 21_37_15.JPG,1,"{'K': 7, 'RADIUS': 152, 'TAU': 1.5, 'N_SUPERPIXELS': 195, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 5, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.7, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 50, 'sigma_space': 50}",0.37264595776298115
DSC_1054 2023-10-02 21_37_15.JPG,all,"{'K': 7, 'RADIUS': 152, 'TAU': 1.5, 'N_SUPERPIXELS': 195, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 5, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.7, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 50, 'sigma_space': 50}",0.33771051802413177
DSC_2307 2024-02-04 10_28_28.JPG,0,"{'K': 7, 'RADIUS': 152, 'TAU': 1.5, 'N_SUPERPIXELS': 195, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 5, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.7, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 50, 'sigma_space': 50}",0.11788465358553867
DSC_2307 2024-02-04 10_28_28.JPG,1,"{'K': 7, 'RADIUS': 152, 'TAU': 1.5, 'N_SUPERPIXELS': 195, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 5, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.7, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 50, 'sigma_space': 50}",0.18109685634582404
DSC_2307 2024-02-04 10_28_28.JPG,2,"{'K': 7, 'RADIUS': 152, 'TAU': 1.5, 'N_SUPERPIXELS': 195, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 5, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.7, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 50, 'sigma_space': 50}",0.06434409300129824
DSC_2307 2024-02-04 10_28_28.JPG,3,"{'K': 7, 'RADIUS': 152, 'TAU': 1.5, 'N_SUPERPIXELS': 195, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 5, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.7, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 50, 'sigma_space': 50}",0.045835670632694635
DSC_2307 2024-02-04 10_28_28.JPG,all,"{'K': 7, 'RADIUS': 152, 'TAU': 1.5, 'N_SUPERPIXELS': 195, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 5, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.7, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 50, 'sigma_space': 50}",0.10229031839133888
DSC_2967 2024-01-31 19_38_10.JPG,0,"{'K': 7, 'RADIUS': 152, 'TAU': 1.5, 'N_SUPERPIXELS': 195, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 5, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.7, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 50, 'sigma_space': 50}",0.2431034123071146
DSC_2967 2024-01-31 19_38_10.JPG,1,"{'K': 7, 'RADIUS': 152, 'TAU': 1.5, 'N_SUPERPIXELS': 195, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 5, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.7, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 50, 'sigma_space': 50}",0.11999179424414905
DSC_2967 2024-01-31 19_38_10.JPG,all,"{'K': 7, 'RADIUS': 152, 'TAU': 1.5, 'N_SUPERPIXELS': 195, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 5, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.7, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 50, 'sigma_space': 50}",0.18154760327563182
Parion1.png,0,"{'K': 7, 'RADIUS': 152, 'TAU': 1.5, 'N_SUPERPIXELS': 195, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 5, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.7, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 50, 'sigma_space': 50}",0.31437865188844044
Parion1.png,1,"{'K': 7, 'RADIUS': 152, 'TAU': 1.5, 'N_SUPERPIXELS': 195, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 5, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.7, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 50, 'sigma_space': 50}",0.05276854402127457
Parion1.png,2,"{'K': 7, 'RADIUS': 152, 'TAU': 1.5, 'N_SUPERPIXELS': 195, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 5, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.7, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 50, 'sigma_space': 50}",0.34529649711679145
Parion1.png,3,"{'K': 7, 'RADIUS': 152, 'TAU': 1.5, 'N_SUPERPIXELS': 195, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 5, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.7, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 50, 'sigma_space': 50}",0.1208816705336427
Parion1.png,4,"{'K': 7, 'RADIUS': 152, 'TAU': 1.5, 'N_SUPERPIXELS': 195, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 5, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.7, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 50, 'sigma_space': 50}",0.22385585271148728
Parion1.png,all,"{'K': 7, 'RADIUS': 152, 'TAU': 1.5, 'N_SUPERPIXELS': 195, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 5, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.7, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 50, 'sigma_space': 50}",0.2114362432543273
Parion2.png,0,"{'K': 7, 'RADIUS': 152, 'TAU': 1.5, 'N_SUPERPIXELS': 195, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 5, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.7, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 50, 'sigma_space': 50}",0.4134052111410602
Parion2.png,1,"{'K': 7, 'RADIUS': 152, 'TAU': 1.5, 'N_SUPERPIXELS': 195, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 5, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.7, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 50, 'sigma_space': 50}",0.08949121442390155
Parion2.png,2,"{'K': 7, 'RADIUS': 152, 'TAU': 1.5, 'N_SUPERPIXELS': 195, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 5, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.7, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 50, 'sigma_space': 50}",0.5691274081269224
Parion2.png,3,"{'K': 7, 'RADIUS': 152, 'TAU': 1.5, 'N_SUPERPIXELS': 195, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 5, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.7, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 50, 'sigma_space': 50}",0.1754734030014929
Parion2.png,4,"{'K': 7, 'RADIUS': 152, 'TAU': 1.5, 'N_SUPERPIXELS': 195, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 5, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.7, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 50, 'sigma_space': 50}",0.07625674524282874
Parion2.png,all,"{'K': 7, 'RADIUS': 152, 'TAU': 1.5, 'N_SUPERPIXELS': 195, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 5, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.7, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 50, 'sigma_space': 50}",0.26475079638724114
Parion3.png,0,"{'K': 7, 'RADIUS': 152, 'TAU': 1.5, 'N_SUPERPIXELS': 195, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 5, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.7, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 50, 'sigma_space': 50}",0.4321500827662314
Parion3.png,1,"{'K': 7, 'RADIUS': 152, 'TAU': 1.5, 'N_SUPERPIXELS': 195, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 5, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.7, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 50, 'sigma_space': 50}",0.07599047863591886
Parion3.png,2,"{'K': 7, 'RADIUS': 152, 'TAU': 1.5, 'N_SUPERPIXELS': 195, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 5, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.7, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 50, 'sigma_space': 50}",0.5323111826697893
Parion3.png,3,"{'K': 7, 'RADIUS': 152, 'TAU': 1.5, 'N_SUPERPIXELS': 195, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 5, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.7, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 50, 'sigma_space': 50}",0.3003928679359323
Parion3.png,4,"{'K': 7, 'RADIUS': 152, 'TAU': 1.5, 'N_SUPERPIXELS': 195, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 5, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.7, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 50, 'sigma_space': 50}",0.37123446561723283
Parion3.png,all,"{'K': 7, 'RADIUS': 152, 'TAU': 1.5, 'N_SUPERPIXELS': 195, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 5, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.7, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 50, 'sigma_space': 50}",0.34241581552502093
test.jpeg,0,"{'K': 7, 'RADIUS': 152, 'TAU': 1.5, 'N_SUPERPIXELS': 195, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 5, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.7, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 50, 'sigma_space': 50}",0.12090273122604377
test.jpeg,1,"{'K': 7, 'RADIUS': 152, 'TAU': 1.5, 'N_SUPERPIXELS': 195, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 5, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.7, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 50, 'sigma_space': 50}",0.644439107237824
test.jpeg,2,"{'K': 7, 'RADIUS': 152, 'TAU': 1.5, 'N_SUPERPIXELS': 195, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 5, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.7, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 50, 'sigma_space': 50}",0.2948641975308642
test.jpeg,all,"{'K': 7, 'RADIUS': 152, 'TAU': 1.5, 'N_SUPERPIXELS': 195, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 5, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.7, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 50, 'sigma_space': 50}",0.353402011998244
test2.jpeg,0,"{'K': 7, 'RADIUS': 152, 'TAU': 1.5, 'N_SUPERPIXELS': 195, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 5, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.7, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 50, 'sigma_space': 50}",0.1288862223191884
test2.jpeg,1,"{'K': 7, 'RADIUS': 152, 'TAU': 1.5, 'N_SUPERPIXELS': 195, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 5, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.7, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 50, 'sigma_space': 50}",0.37082028804007516
test2.jpeg,2,"{'K': 7, 'RADIUS': 152, 'TAU': 1.5, 'N_SUPERPIXELS': 195, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 5, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.7, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 50, 'sigma_space': 50}",0.18805412972468502
test2.jpeg,3,"{'K': 7, 'RADIUS': 152, 'TAU': 1.5, 'N_SUPERPIXELS': 195, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 5, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.7, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 50, 'sigma_space': 50}",0.0730978503255731
test2.jpeg,4,"{'K': 7, 'RADIUS': 152, 'TAU': 1.5, 'N_SUPERPIXELS': 195, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 5, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.7, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 50, 'sigma_space': 50}",0.1421644318027902
test2.jpeg,all,"{'K': 7, 'RADIUS': 152, 'TAU': 1.5, 'N_SUPERPIXELS': 195, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 5, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.7, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 50, 'sigma_space': 50}",0.18060458444246236
ALL_IMAGES,,"{'K': 7, 'RADIUS': 152, 'TAU': 1.5, 'N_SUPERPIXELS': 195, 'N_KEYPOINTS': 6000, 'SIGMA': 2, 'W': 13, 'ALPHA': 1.0, 'ksize': 5, 'clipLimit': 3.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.7, 'COMPACTNESS': 23, 'keypoints_detection_method': 'canny', 'sigma_color': 50, 'sigma_space': 50}",nan
DSC_0562 2023-10-02 21_20_57.JPG,0,"{'K': 5, 'RADIUS': 74, 'TAU': 1.0, 'N_SUPERPIXELS': 235, 'N_KEYPOINTS': 5000, 'SIGMA': 3, 'W': 9, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 4.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.8, 'COMPACTNESS': 22, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.15637476440427214
DSC_0562 2023-10-02 21_20_57.JPG,1,"{'K': 5, 'RADIUS': 74, 'TAU': 1.0, 'N_SUPERPIXELS': 235, 'N_KEYPOINTS': 5000, 'SIGMA': 3, 'W': 9, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 4.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.8, 'COMPACTNESS': 22, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.29020372778500214
DSC_0562 2023-10-02 21_20_57.JPG,2,"{'K': 5, 'RADIUS': 74, 'TAU': 1.0, 'N_SUPERPIXELS': 235, 'N_KEYPOINTS': 5000, 'SIGMA': 3, 'W': 9, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 4.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.8, 'COMPACTNESS': 22, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.20893405150317068
DSC_0562 2023-10-02 21_20_57.JPG,3,"{'K': 5, 'RADIUS': 74, 'TAU': 1.0, 'N_SUPERPIXELS': 235, 'N_KEYPOINTS': 5000, 'SIGMA': 3, 'W': 9, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 4.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.8, 'COMPACTNESS': 22, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.11245797476943956
DSC_0562 2023-10-02 21_20_57.JPG,4,"{'K': 5, 'RADIUS': 74, 'TAU': 1.0, 'N_SUPERPIXELS': 235, 'N_KEYPOINTS': 5000, 'SIGMA': 3, 'W': 9, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 4.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.8, 'COMPACTNESS': 22, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.34344983317043576
DSC_0562 2023-10-02 21_20_57.JPG,all,"{'K': 5, 'RADIUS': 74, 'TAU': 1.0, 'N_SUPERPIXELS': 235, 'N_KEYPOINTS': 5000, 'SIGMA': 3, 'W': 9, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 4.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.8, 'COMPACTNESS': 22, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.22228407032646405
DSC_0798 2023-10-05 12_04_19.JPG,0,"{'K': 5, 'RADIUS': 74, 'TAU': 1.0, 'N_SUPERPIXELS': 235, 'N_KEYPOINTS': 5000, 'SIGMA': 3, 'W': 9, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 4.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.8, 'COMPACTNESS': 22, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.547909527073338
DSC_0798 2023-10-05 12_04_19.JPG,1,"{'K': 5, 'RADIUS': 74, 'TAU': 1.0, 'N_SUPERPIXELS': 235, 'N_KEYPOINTS': 5000, 'SIGMA': 3, 'W': 9, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 4.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.8, 'COMPACTNESS': 22, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.6379637390268649
DSC_0798 2023-10-05 12_04_19.JPG,2,"{'K': 5, 'RADIUS': 74, 'TAU': 1.0, 'N_SUPERPIXELS': 235, 'N_KEYPOINTS': 5000, 'SIGMA': 3, 'W': 9, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 4.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.8, 'COMPACTNESS': 22, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.21203953279424978
DSC_0798 2023-10-05 12_04_19.JPG,all,"{'K': 5, 'RADIUS': 74, 'TAU': 1.0, 'N_SUPERPIXELS': 235, 'N_KEYPOINTS': 5000, 'SIGMA': 3, 'W': 9, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 4.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.8, 'COMPACTNESS': 22, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.46597093296481745
DSC_2307 2024-02-04 10_28_28.JPG,0,"{'K': 5, 'RADIUS': 74, 'TAU': 1.0, 'N_SUPERPIXELS': 235, 'N_KEYPOINTS': 5000, 'SIGMA': 3, 'W': 9, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 4.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.8, 'COMPACTNESS': 22, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.26824894777476155
DSC_2307 2024-02-04 10_28_28.JPG,1,"{'K': 5, 'RADIUS': 74, 'TAU': 1.0, 'N_SUPERPIXELS': 235, 'N_KEYPOINTS': 5000, 'SIGMA': 3, 'W': 9, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 4.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.8, 'COMPACTNESS': 22, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.22206689554509385
DSC_2307 2024-02-04 10_28_28.JPG,2,"{'K': 5, 'RADIUS': 74, 'TAU': 1.0, 'N_SUPERPIXELS': 235, 'N_KEYPOINTS': 5000, 'SIGMA': 3, 'W': 9, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 4.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.8, 'COMPACTNESS': 22, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.19226848152536302
DSC_2307 2024-02-04 10_28_28.JPG,3,"{'K': 5, 'RADIUS': 74, 'TAU': 1.0, 'N_SUPERPIXELS': 235, 'N_KEYPOINTS': 5000, 'SIGMA': 3, 'W': 9, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 4.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.8, 'COMPACTNESS': 22, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.16486317510700715
DSC_2307 2024-02-04 10_28_28.JPG,all,"{'K': 5, 'RADIUS': 74, 'TAU': 1.0, 'N_SUPERPIXELS': 235, 'N_KEYPOINTS': 5000, 'SIGMA': 3, 'W': 9, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 4.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.8, 'COMPACTNESS': 22, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.21186187498805636
DSC_2967 2024-01-31 19_38_10.JPG,0,"{'K': 5, 'RADIUS': 74, 'TAU': 1.0, 'N_SUPERPIXELS': 235, 'N_KEYPOINTS': 5000, 'SIGMA': 3, 'W': 9, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 4.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.8, 'COMPACTNESS': 22, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.44921447569147704
DSC_2967 2024-01-31 19_38_10.JPG,1,"{'K': 5, 'RADIUS': 74, 'TAU': 1.0, 'N_SUPERPIXELS': 235, 'N_KEYPOINTS': 5000, 'SIGMA': 3, 'W': 9, 'ALPHA': 1.0, 'ksize': 7, 'clipLimit': 4.0, 'tileGridSize': (16, 16), 'D': 7, 'GAMMA': 0.8, 'COMPACTNESS': 22, 'keypoints_detection_method': 'canny', 'sigma_color': 75, 'sigma_space': 50}",0.2442276561301866
